SEMESTER,CAT,AGE,SEX,CONCEPT,status,value
2012S2,TOTAL,Y074,TOTAL,POP,,51035
2012S2,TOTAL,Y075,M,POP,,25144
2012S2,TOTAL,Y075,F,POP,,31689
2012S2,TOTAL,Y075,TOTAL,POP,,56833
2012S2,TOTAL,Y076,M,POP,,24546
2012S2,TOTAL,Y076,F,POP,,31908
2012S2,TOTAL,Y076,TOTAL,POP,,56454
2012S2,TOTAL,Y077,M,POP,,23218
2012S2,TOTAL,Y077,F,POP,,30602
2012S2,TOTAL,Y077,TOTAL,POP,,53820
2012S2,TOTAL,Y078,M,POP,,22508
2012S2,TOTAL,Y078,F,POP,,30416
2012S2,TOTAL,Y078,TOTAL,POP,,52924
2012S2,TOTAL,Y079,M,POP,,21582
2012S2,TOTAL,Y079,F,POP,,30220
2012S2,TOTAL,Y079,TOTAL,POP,,51802
2012S2,TOTAL,Y080,M,POP,,19860
2012S2,TOTAL,Y080,F,POP,,28945
2012S2,TOTAL,Y080,TOTAL,POP,,48805
2012S2,TOTAL,Y081,M,POP,,18389
2012S2,TOTAL,Y081,F,POP,,27885
2012S2,TOTAL,Y081,TOTAL,POP,,46274
2012S2,TOTAL,Y082,M,POP,,16711
2012S2,TOTAL,Y082,F,POP,,26105
2012S2,TOTAL,Y082,TOTAL,POP,,42816
2012S2,TOTAL,Y083,M,POP,,14827
2012S2,TOTAL,Y083,F,POP,,23939
2012S2,TOTAL,Y083,TOTAL,POP,,38766
2012S2,TOTAL,Y084,M,POP,,13069
2012S2,TOTAL,Y084,F,POP,,22296
2012S2,TOTAL,Y084,TOTAL,POP,,35365
2012S2,TOTAL,Y085,M,POP,,11610
2012S2,TOTAL,Y085,F,POP,,20875
2012S2,TOTAL,Y085,TOTAL,POP,,32485
2012S2,TOTAL,Y086,M,POP,,10098
2012S2,TOTAL,Y086,F,POP,,19183
2012S2,TOTAL,Y086,TOTAL,POP,,29281
2012S2,TOTAL,Y087,M,POP,,8601
2012S2,TOTAL,Y087,F,POP,,17087
2012S2,TOTAL,Y087,TOTAL,POP,,25688
2012S2,TOTAL,Y088,M,POP,,7283
2012S2,TOTAL,Y088,F,POP,,15003
2012S2,TOTAL,Y088,TOTAL,POP,,22286
2012S2,TOTAL,Y089,M,POP,,5899
2012S2,TOTAL,Y089,F,POP,,13042
2012S2,TOTAL,Y089,TOTAL,POP,,18941
2012S2,TOTAL,Y090,M,POP,,4751
2012S2,TOTAL,Y090,F,POP,,10997
2012S2,TOTAL,Y090,TOTAL,POP,,15748
2012S2,TOTAL,Y091,M,POP,,3530
2012S2,TOTAL,Y091,F,POP,,8912
2012S2,TOTAL,Y091,TOTAL,POP,,12442
2012S2,TOTAL,Y092,M,POP,,2409
2012S2,TOTAL,Y092,F,POP,,6898
2012S2,TOTAL,Y092,TOTAL,POP,,9307
2012S2,TOTAL,Y093,M,POP,,1701
2012S2,TOTAL,Y093,F,POP,,5236
2012S2,TOTAL,Y093,TOTAL,POP,,6937
2012S2,TOTAL,Y094,M,POP,,1256
2012S2,TOTAL,Y094,F,POP,,4077
2012S2,TOTAL,Y094,TOTAL,POP,,5333
2012S2,TOTAL,Y095,M,POP,,905
2012S2,TOTAL,Y095,F,POP,,2997
2012S2,TOTAL,Y095,TOTAL,POP,,3902
2012S2,TOTAL,Y096,M,POP,,640
2012S2,TOTAL,Y096,F,POP,,2217
2012S2,TOTAL,Y096,TOTAL,POP,,2857
2012S2,TOTAL,Y097,M,POP,,448
2012S2,TOTAL,Y097,F,POP,,1672
2012S2,TOTAL,Y097,TOTAL,POP,,2120
2012S2,TOTAL,Y098,M,POP,,313
2012S2,TOTAL,Y098,F,POP,,1225
2012S2,TOTAL,Y098,TOTAL,POP,,1538
2012S2,TOTAL,Y099,M,POP,,199
2012S2,TOTAL,Y099,F,POP,,856
2012S2,TOTAL,Y099,TOTAL,POP,,1055
2012S2,TOTAL,Y100,M,POP,,133
2012S2,TOTAL,Y100,F,POP,,570
2012S2,TOTAL,Y100,TOTAL,POP,,703
2012S2,TOTAL,Y101,M,POP,,78
2012S2,TOTAL,Y101,F,POP,,341
2012S2,TOTAL,Y101,TOTAL,POP,,419
2012S2,TOTAL,Y102,M,POP,,53
2012S2,TOTAL,Y102,F,POP,,197
2012S2,TOTAL,Y102,TOTAL,POP,,250
2012S2,TOTAL,Y103,M,POP,,29
2012S2,TOTAL,Y103,F,POP,,116
2012S2,TOTAL,Y103,TOTAL,POP,,145
2012S2,TOTAL,Y104,M,POP,,12
2012S2,TOTAL,Y104,F,POP,,65
2012S2,TOTAL,Y104,TOTAL,POP,,77
2012S2,TOTAL,Y_GE105,M,POP,,10
2012S2,TOTAL,Y_GE105,F,POP,,64
2012S2,TOTAL,Y_GE105,TOTAL,POP,,74
2012S2,TOTAL,TOTAL,M,POP,,3700009
2012S2,TOTAL,TOTAL,F,POP,,3798259
2012S2,TOTAL,TOTAL,TOTAL,POP,,7498268
2013S1,TOTAL,Y000,M,POP,,39985
2013S1,TOTAL,Y000,F,POP,,37577
2013S1,TOTAL,Y000,TOTAL,POP,,77562
2013S1,TOTAL,Y001,M,POP,,42130
2013S1,TOTAL,Y001,F,POP,,39844
2013S1,TOTAL,Y001,TOTAL,POP,,81974
2013S1,TOTAL,Y002,M,POP,,43549
2013S1,TOTAL,Y002,F,POP,,40456
2013S1,TOTAL,Y002,TOTAL,POP,,84005
2013S1,TOTAL,Y003,M,POP,,43979
2013S1,TOTAL,Y003,F,POP,,40643
2013S1,TOTAL,Y003,TOTAL,POP,,84622
2013S1,TOTAL,Y004,M,POP,,45760
2013S1,TOTAL,Y004,F,POP,,43007
2013S1,TOTAL,Y004,TOTAL,POP,,88767
2013S1,TOTAL,Y005,M,POP,,43685
2013S1,TOTAL,Y005,F,POP,,40848
2013S1,TOTAL,Y005,TOTAL,POP,,84533
2013S1,TOTAL,Y006,M,POP,,43399
2013S1,TOTAL,Y006,F,POP,,40688
2013S1,TOTAL,Y006,TOTAL,POP,,84087
2013S1,TOTAL,Y007,M,POP,,42487
2013S1,TOTAL,Y007,F,POP,,39693
2013S1,TOTAL,Y007,TOTAL,POP,,82180
2013S1,TOTAL,Y008,M,POP,,41509
2013S1,TOTAL,Y008,F,POP,,39411
2013S1,TOTAL,Y008,TOTAL,POP,,80920
2013S1,TOTAL,Y009,M,POP,,40385
2013S1,TOTAL,Y009,F,POP,,37787
2013S1,TOTAL,Y009,TOTAL,POP,,78172
2013S1,TOTAL,Y010,M,POP,,38474
2013S1,TOTAL,Y010,F,POP,,36234
2013S1,TOTAL,Y010,TOTAL,POP,,74708
2013S1,TOTAL,Y011,M,POP,,37514
2013S1,TOTAL,Y011,F,POP,,35523
2013S1,TOTAL,Y011,TOTAL,POP,,73037
2013S1,TOTAL,Y012,M,POP,,37630
2013S1,TOTAL,Y012,F,POP,,35818
2013S1,TOTAL,Y012,TOTAL,POP,,73448
2013S1,TOTAL,Y013,M,POP,,36224
2013S1,TOTAL,Y013,F,POP,,34435
2013S1,TOTAL,Y013,TOTAL,POP,,70659
2013S1,TOTAL,Y014,M,POP,,35424
2013S1,TOTAL,Y014,F,POP,,32554
2013S1,TOTAL,Y014,TOTAL,POP,,67978
2013S1,TOTAL,Y015,M,POP,,35334
2013S1,TOTAL,Y015,F,POP,,32901
2013S1,TOTAL,Y015,TOTAL,POP,,68235
2013S1,TOTAL,Y016,M,POP,,34815
2013S1,TOTAL,Y016,F,POP,,31784
2013S1,TOTAL,Y016,TOTAL,POP,,66599
2013S1,TOTAL,Y017,M,POP,,34084
2013S1,TOTAL,Y017,F,POP,,31853
2013S1,TOTAL,Y017,TOTAL,POP,,65937
2013S1,TOTAL,Y018,M,POP,,34773
2013S1,TOTAL,Y018,F,POP,,32200
2013S1,TOTAL,Y018,TOTAL,POP,,66973
2013S1,TOTAL,Y019,M,POP,,35495
2013S1,TOTAL,Y019,F,POP,,33101
2013S1,TOTAL,Y019,TOTAL,POP,,68596
2013S1,TOTAL,Y020,M,POP,,36548
2013S1,TOTAL,Y020,F,POP,,34466
2013S1,TOTAL,Y020,TOTAL,POP,,71014
2013S1,TOTAL,Y021,M,POP,,36397
2013S1,TOTAL,Y021,F,POP,,34530
2013S1,TOTAL,Y021,TOTAL,POP,,70927
2013S1,TOTAL,Y022,M,POP,,37119
2013S1,TOTAL,Y022,F,POP,,35744
2013S1,TOTAL,Y022,TOTAL,POP,,72863
2013S1,TOTAL,Y023,M,POP,,37971
2013S1,TOTAL,Y023,F,POP,,37299
2013S1,TOTAL,Y023,TOTAL,POP,,75270
2013S1,TOTAL,Y024,M,POP,,39181
2013S1,TOTAL,Y024,F,POP,,39498
2013S1,TOTAL,Y024,TOTAL,POP,,78679
2013S1,TOTAL,Y025,M,POP,,40419
2013S1,TOTAL,Y025,F,POP,,40943
2013S1,TOTAL,Y025,TOTAL,POP,,81362
2013S1,TOTAL,Y026,M,POP,,42124
2013S1,TOTAL,Y026,F,POP,,43381
2013S1,TOTAL,Y026,TOTAL,POP,,85505
2013S1,TOTAL,Y027,M,POP,,45085
2013S1,TOTAL,Y027,F,POP,,45943
2013S1,TOTAL,Y027,TOTAL,POP,,91028
2013S1,TOTAL,Y028,M,POP,,47264
2013S1,TOTAL,Y028,F,POP,,48254
2013S1,TOTAL,Y028,TOTAL,POP,,95518
2013S1,TOTAL,Y029,M,POP,,49934
2013S1,TOTAL,Y029,F,POP,,50425
2013S1,TOTAL,Y029,TOTAL,POP,,100359
2013S1,TOTAL,Y030,M,POP,,54272
2013S1,TOTAL,Y030,F,POP,,53955
2013S1,TOTAL,Y030,TOTAL,POP,,108227
2013S1,TOTAL,Y031,M,POP,,57834
2013S1,TOTAL,Y031,F,POP,,56267
2013S1,TOTAL,Y031,TOTAL,POP,,114101
2013S1,TOTAL,Y032,M,POP,,61319
2013S1,TOTAL,Y032,F,POP,,59847
2013S1,TOTAL,Y032,TOTAL,POP,,121166
2013S1,TOTAL,Y033,M,POP,,64211
2013S1,TOTAL,Y033,F,POP,,61795
2013S1,TOTAL,Y033,TOTAL,POP,,126006
2013S1,TOTAL,Y034,M,POP,,68541
2013S1,TOTAL,Y034,F,POP,,64989
2013S1,TOTAL,Y034,TOTAL,POP,,133530
2013S1,TOTAL,Y035,M,POP,,70381
2013S1,TOTAL,Y035,F,POP,,66211
2013S1,TOTAL,Y035,TOTAL,POP,,136592
2013S1,TOTAL,Y036,M,POP,,71491
2013S1,TOTAL,Y036,F,POP,,67085
2013S1,TOTAL,Y036,TOTAL,POP,,138576
2013S1,TOTAL,Y037,M,POP,,72151
2013S1,TOTAL,Y037,F,POP,,66901
2013S1,TOTAL,Y037,TOTAL,POP,,139052
2013S1,TOTAL,Y038,M,POP,,71169
2013S1,TOTAL,Y038,F,POP,,65973
2013S1,TOTAL,Y038,TOTAL,POP,,137142
2013S1,TOTAL,Y039,M,POP,,68662
2013S1,TOTAL,Y039,F,POP,,63991
2013S1,TOTAL,Y039,TOTAL,POP,,132653
2013S1,TOTAL,Y040,M,POP,,67740
2013S1,TOTAL,Y040,F,POP,,63107
2013S1,TOTAL,Y040,TOTAL,POP,,130847
2013S1,TOTAL,Y041,M,POP,,66027
2013S1,TOTAL,Y041,F,POP,,61118
2013S1,TOTAL,Y041,TOTAL,POP,,127145
2013S1,TOTAL,Y042,M,POP,,64716
2013S1,TOTAL,Y042,F,POP,,60052
2013S1,TOTAL,Y042,TOTAL,POP,,124768
2013S1,TOTAL,Y043,M,POP,,62155
2013S1,TOTAL,Y043,F,POP,,58640
2013S1,TOTAL,Y043,TOTAL,POP,,120795
2013S1,TOTAL,Y044,M,POP,,61415
2013S1,TOTAL,Y044,F,POP,,57588
2013S1,TOTAL,Y044,TOTAL,POP,,119003
2013S1,TOTAL,Y045,M,POP,,60960
2013S1,TOTAL,Y045,F,POP,,58132
2013S1,TOTAL,Y045,TOTAL,POP,,119092
2013S1,TOTAL,Y046,M,POP,,59521
2013S1,TOTAL,Y046,F,POP,,56549
2013S1,TOTAL,Y046,TOTAL,POP,,116070
2013S1,TOTAL,Y047,M,POP,,58037
2013S1,TOTAL,Y047,F,POP,,56131
2013S1,TOTAL,Y047,TOTAL,POP,,114168
2013S1,TOTAL,Y048,M,POP,,58086
2013S1,TOTAL,Y048,F,POP,,56472
2013S1,TOTAL,Y048,TOTAL,POP,,114558
2013S1,TOTAL,Y049,M,POP,,53796
2013S1,TOTAL,Y049,F,POP,,53623
2013S1,TOTAL,Y049,TOTAL,POP,,107419
2013S1,TOTAL,Y050,M,POP,,52594
2013S1,TOTAL,Y050,F,POP,,52076
2013S1,TOTAL,Y050,TOTAL,POP,,104670
2013S1,TOTAL,Y051,M,POP,,50266
2013S1,TOTAL,Y051,F,POP,,51213
2013S1,TOTAL,Y051,TOTAL,POP,,101479
2013S1,TOTAL,Y052,M,POP,,50321
2013S1,TOTAL,Y052,F,POP,,51152
2013S1,TOTAL,Y052,TOTAL,POP,,101473
2013S1,TOTAL,Y053,M,POP,,49040
2013S1,TOTAL,Y053,F,POP,,50562
2013S1,TOTAL,Y053,TOTAL,POP,,99602
2013S1,TOTAL,Y054,M,POP,,48425
2013S1,TOTAL,Y054,F,POP,,49854
2013S1,TOTAL,Y054,TOTAL,POP,,98279
2013S1,TOTAL,Y055,M,POP,,46820
2013S1,TOTAL,Y055,F,POP,,48626
2013S1,TOTAL,Y055,TOTAL,POP,,95446
2013S1,TOTAL,Y056,M,POP,,43931
2013S1,TOTAL,Y056,F,POP,,45751
2013S1,TOTAL,Y056,TOTAL,POP,,89682
2013S1,TOTAL,Y057,M,POP,,42838
2013S1,TOTAL,Y057,F,POP,,44670
2013S1,TOTAL,Y057,TOTAL,POP,,87508
2013S1,TOTAL,Y058,M,POP,,41201
2013S1,TOTAL,Y058,F,POP,,43614
2013S1,TOTAL,Y058,TOTAL,POP,,84815
2013S1,TOTAL,Y059,M,POP,,41090
2013S1,TOTAL,Y059,F,POP,,43203
2013S1,TOTAL,Y059,TOTAL,POP,,84293
2013S1,TOTAL,Y060,M,POP,,40914
2013S1,TOTAL,Y060,F,POP,,43143
2013S1,TOTAL,Y060,TOTAL,POP,,84057
2013S1,TOTAL,Y061,M,POP,,37951
2013S1,TOTAL,Y061,F,POP,,40812
2013S1,TOTAL,Y061,TOTAL,POP,,78763
2013S1,TOTAL,Y062,M,POP,,36703
2013S1,TOTAL,Y062,F,POP,,39636
2013S1,TOTAL,Y062,TOTAL,POP,,76339
2013S1,TOTAL,Y063,M,POP,,38523
2013S1,TOTAL,Y063,F,POP,,41505
2013S1,TOTAL,Y063,TOTAL,POP,,80028
2013S1,TOTAL,Y064,M,POP,,40138
2013S1,TOTAL,Y064,F,POP,,44180
2013S1,TOTAL,Y064,TOTAL,POP,,84318
2013S1,TOTAL,Y065,M,POP,,36599
2013S1,TOTAL,Y065,F,POP,,39949
2013S1,TOTAL,Y065,TOTAL,POP,,76548
2013S1,TOTAL,Y066,M,POP,,33956
2013S1,TOTAL,Y066,F,POP,,37646
2013S1,TOTAL,Y066,TOTAL,POP,,71602
2013S1,TOTAL,Y067,M,POP,,35648
2013S1,TOTAL,Y067,F,POP,,39520
2013S1,TOTAL,Y067,TOTAL,POP,,75168
2013S1,TOTAL,Y068,M,POP,,32918
2013S1,TOTAL,Y068,F,POP,,37288
2013S1,TOTAL,Y068,TOTAL,POP,,70206
2013S1,TOTAL,Y069,M,POP,,31850
2013S1,TOTAL,Y069,F,POP,,36103
2013S1,TOTAL,Y069,TOTAL,POP,,67953
2013S1,TOTAL,Y070,M,POP,,27120
2013S1,TOTAL,Y070,F,POP,,30594
2013S1,TOTAL,Y070,TOTAL,POP,,57714
2013S1,TOTAL,Y071,M,POP,,25024
2013S1,TOTAL,Y071,F,POP,,28925
2013S1,TOTAL,Y071,TOTAL,POP,,53949
2013S1,TOTAL,Y072,M,POP,,31273
2013S1,TOTAL,Y072,F,POP,,35717
2013S1,TOTAL,Y072,TOTAL,POP,,66990
2013S1,TOTAL,Y073,M,POP,,17230
2013S1,TOTAL,Y073,F,POP,,20441
2013S1,TOTAL,Y073,TOTAL,POP,,37671
2013S1,TOTAL,Y074,M,POP,,20794
2013S1,TOTAL,Y074,F,POP,,25182
2013S1,TOTAL,Y074,TOTAL,POP,,45976
2013S1,TOTAL,Y075,M,POP,,24555
2013S1,TOTAL,Y075,F,POP,,30311
2013S1,TOTAL,Y075,TOTAL,POP,,54866
2013S1,TOTAL,Y076,M,POP,,24872
2013S1,TOTAL,Y076,F,POP,,32500
2013S1,TOTAL,Y076,TOTAL,POP,,57372
2013S1,TOTAL,Y077,M,POP,,23301
2013S1,TOTAL,Y077,F,POP,,30699
2013S1,TOTAL,Y077,TOTAL,POP,,54000
2013S1,TOTAL,Y078,M,POP,,22176
2013S1,TOTAL,Y078,F,POP,,29858
2013S1,TOTAL,Y078,TOTAL,POP,,52034
2013S1,TOTAL,Y079,M,POP,,21773
2013S1,TOTAL,Y079,F,POP,,30279
2013S1,TOTAL,Y079,TOTAL,POP,,52052
2013S1,TOTAL,Y080,M,POP,,20288
2013S1,TOTAL,Y080,F,POP,,29310
2013S1,TOTAL,Y080,TOTAL,POP,,49598
2013S1,TOTAL,Y081,M,POP,,18352
2013S1,TOTAL,Y081,F,POP,,27608
2013S1,TOTAL,Y081,TOTAL,POP,,45960
2013S1,TOTAL,Y082,M,POP,,17232
2013S1,TOTAL,Y082,F,POP,,27097
2013S1,TOTAL,Y082,TOTAL,POP,,44329
2013S1,TOTAL,Y083,M,POP,,15051
2013S1,TOTAL,Y083,F,POP,,23939
2013S1,TOTAL,Y083,TOTAL,POP,,38990
2013S1,TOTAL,Y084,M,POP,,13319
2013S1,TOTAL,Y084,F,POP,,22739
2013S1,TOTAL,Y084,TOTAL,POP,,36058
2013S1,TOTAL,Y085,M,POP,,11635
2013S1,TOTAL,Y085,F,POP,,20575
2013S1,TOTAL,Y085,TOTAL,POP,,32210
2013S1,TOTAL,Y086,M,POP,,10321
2013S1,TOTAL,Y086,F,POP,,19673
2013S1,TOTAL,Y086,TOTAL,POP,,29994
2013S1,TOTAL,Y087,M,POP,,8694
2013S1,TOTAL,Y087,F,POP,,17152
2013S1,TOTAL,Y087,TOTAL,POP,,25846
2013S1,TOTAL,Y088,M,POP,,7392
2013S1,TOTAL,Y088,F,POP,,15450
2013S1,TOTAL,Y088,TOTAL,POP,,22842
2013S1,TOTAL,Y089,M,POP,,6088
2013S1,TOTAL,Y089,F,POP,,12992
2013S1,TOTAL,Y089,TOTAL,POP,,19080
2013S1,TOTAL,Y090,M,POP,,4870
2013S1,TOTAL,Y090,F,POP,,11481
2013S1,TOTAL,Y090,TOTAL,POP,,16351
2013S1,TOTAL,Y091,M,POP,,3762
2013S1,TOTAL,Y091,F,POP,,9060
2013S1,TOTAL,Y091,TOTAL,POP,,12822
2013S1,TOTAL,Y092,M,POP,,2629
2013S1,TOTAL,Y092,F,POP,,7398
2013S1,TOTAL,Y092,TOTAL,POP,,10027
2013S1,TOTAL,Y093,M,POP,,1709
2013S1,TOTAL,Y093,F,POP,,5285
2013S1,TOTAL,Y093,TOTAL,POP,,6994
2013S1,TOTAL,Y094,M,POP,,1302
2013S1,TOTAL,Y094,F,POP,,4203
2013S1,TOTAL,Y094,TOTAL,POP,,5505
2013S1,TOTAL,Y095,M,POP,,904
2013S1,TOTAL,Y095,F,POP,,3069
2013S1,TOTAL,Y095,TOTAL,POP,,3973
2013S1,TOTAL,Y096,M,POP,,651
2013S1,TOTAL,Y096,F,POP,,2235
2013S1,TOTAL,Y096,TOTAL,POP,,2886
2013S1,TOTAL,Y097,M,POP,,442
2013S1,TOTAL,Y097,F,POP,,1624
2013S1,TOTAL,Y097,TOTAL,POP,,2066
2013S1,TOTAL,Y098,M,POP,,320
2013S1,TOTAL,Y098,F,POP,,1262
2013S1,TOTAL,Y098,TOTAL,POP,,1582
2013S1,TOTAL,Y099,M,POP,,198
2013S1,TOTAL,Y099,F,POP,,847
2013S1,TOTAL,Y099,TOTAL,POP,,1045
2013S1,TOTAL,Y100,M,POP,,135
2013S1,TOTAL,Y100,F,POP,,604
2013S1,TOTAL,Y100,TOTAL,POP,,739
2013S1,TOTAL,Y101,M,POP,,81
2013S1,TOTAL,Y101,F,POP,,344
2013S1,TOTAL,Y101,TOTAL,POP,,425
2013S1,TOTAL,Y102,M,POP,,49
2013S1,TOTAL,Y102,F,POP,,192
2013S1,TOTAL,Y102,TOTAL,POP,,241
2013S1,TOTAL,Y103,M,POP,,36
2013S1,TOTAL,Y103,F,POP,,124
2013S1,TOTAL,Y103,TOTAL,POP,,160
2013S1,TOTAL,Y104,M,POP,,12
2013S1,TOTAL,Y104,F,POP,,63
2013S1,TOTAL,Y104,TOTAL,POP,,75
2013S1,TOTAL,Y_GE105,M,POP,,9
2013S1,TOTAL,Y_GE105,F,POP,,71
2013S1,TOTAL,Y_GE105,TOTAL,POP,,80
2013S1,TOTAL,TOTAL,M,POP,,3686486
2013S1,TOTAL,TOTAL,F,POP,,3794672
2013S1,TOTAL,TOTAL,TOTAL,POP,,7481158
2013S2,TOTAL,Y000,M,POP,,38484
2013S2,TOTAL,Y000,F,POP,,36208
2013S2,TOTAL,Y000,TOTAL,POP,,74692
2013S2,TOTAL,Y001,M,POP,,41091
2013S2,TOTAL,Y001,F,POP,,38746
2013S2,TOTAL,Y001,TOTAL,POP,,79837
2013S2,TOTAL,Y002,M,POP,,42620
2013S2,TOTAL,Y002,F,POP,,39888
2013S2,TOTAL,Y002,TOTAL,POP,,82508
2013S2,TOTAL,Y003,M,POP,,43575
2013S2,TOTAL,Y003,F,POP,,40381
2013S2,TOTAL,Y003,TOTAL,POP,,83956
2013S2,TOTAL,Y004,M,POP,,44637
2013S2,TOTAL,Y004,F,POP,,41640
2013S2,TOTAL,Y004,TOTAL,POP,,86277
2013S2,TOTAL,Y005,M,POP,,44519
2013S2,TOTAL,Y005,F,POP,,41726
2013S2,TOTAL,Y005,TOTAL,POP,,86245
2013S2,TOTAL,Y006,M,POP,,43370
2013S2,TOTAL,Y006,F,POP,,40592
2013S2,TOTAL,Y006,TOTAL,POP,,83962
2013S2,TOTAL,Y007,M,POP,,42750
2013S2,TOTAL,Y007,F,POP,,40015
2013S2,TOTAL,Y007,TOTAL,POP,,82765
2013S2,TOTAL,Y008,M,POP,,41870
2013S2,TOTAL,Y008,F,POP,,39452
2013S2,TOTAL,Y008,TOTAL,POP,,81322
2013S2,TOTAL,Y009,M,POP,,40813
2013S2,TOTAL,Y009,F,POP,,38452
2013S2,TOTAL,Y009,TOTAL,POP,,79265
2013S2,TOTAL,Y010,M,POP,,39287
2013S2,TOTAL,Y010,F,POP,,36883
2013S2,TOTAL,Y010,TOTAL,POP,,76170
2013S2,TOTAL,Y011,M,POP,,37849
2013S2,TOTAL,Y011,F,POP,,35760
2013S2,TOTAL,Y011,TOTAL,POP,,73609
2013S2,TOTAL,Y012,M,POP,,37436
2013S2,TOTAL,Y012,F,POP,,35576
2013S2,TOTAL,Y012,TOTAL,POP,,73012
2013S2,TOTAL,Y013,M,POP,,36831
2013S2,TOTAL,Y013,F,POP,,35014
2013S2,TOTAL,Y013,TOTAL,POP,,71845
2013S2,TOTAL,Y014,M,POP,,35754
2013S2,TOTAL,Y014,F,POP,,33396
2013S2,TOTAL,Y014,TOTAL,POP,,69150
2013S2,TOTAL,Y015,M,POP,,35282
2013S2,TOTAL,Y015,F,POP,,32652
2013S2,TOTAL,Y015,TOTAL,POP,,67934
2013S2,TOTAL,Y016,M,POP,,35030
2013S2,TOTAL,Y016,F,POP,,32271
2013S2,TOTAL,Y016,TOTAL,POP,,67301
2013S2,TOTAL,Y017,M,POP,,34416
2013S2,TOTAL,Y017,F,POP,,31705
2013S2,TOTAL,Y017,TOTAL,POP,,66121
2013S2,TOTAL,Y018,M,POP,,34446
2013S2,TOTAL,Y018,F,POP,,32034
2013S2,TOTAL,Y018,TOTAL,POP,,66480
2013S2,TOTAL,Y019,M,POP,,35110
2013S2,TOTAL,Y019,F,POP,,32690
2013S2,TOTAL,Y019,TOTAL,POP,,67800
2013S2,TOTAL,Y020,M,POP,,35930
2013S2,TOTAL,Y020,F,POP,,33863
2013S2,TOTAL,Y020,TOTAL,POP,,69793
2013S2,TOTAL,Y021,M,POP,,36410
2013S2,TOTAL,Y021,F,POP,,34621
2013S2,TOTAL,Y021,TOTAL,POP,,71031
2013S2,TOTAL,Y022,M,POP,,36654
2013S2,TOTAL,Y022,F,POP,,35249
2013S2,TOTAL,Y022,TOTAL,POP,,71903
2013S2,TOTAL,Y023,M,POP,,37454
2013S2,TOTAL,Y023,F,POP,,36683
2013S2,TOTAL,Y023,TOTAL,POP,,74137
2013S2,TOTAL,Y024,M,POP,,38522
2013S2,TOTAL,Y024,F,POP,,38550
2013S2,TOTAL,Y024,TOTAL,POP,,77072
2013S2,TOTAL,Y025,M,POP,,39676
2013S2,TOTAL,Y025,F,POP,,40293
2013S2,TOTAL,Y025,TOTAL,POP,,79969
2013S2,TOTAL,Y026,M,POP,,41048
2013S2,TOTAL,Y026,F,POP,,42146
2013S2,TOTAL,Y026,TOTAL,POP,,83194
2013S2,TOTAL,Y027,M,POP,,43329
2013S2,TOTAL,Y027,F,POP,,44591
2013S2,TOTAL,Y027,TOTAL,POP,,87920
2013S2,TOTAL,Y028,M,POP,,45837
2013S2,TOTAL,Y028,F,POP,,46855
2013S2,TOTAL,Y028,TOTAL,POP,,92692
2013S2,TOTAL,Y029,M,POP,,48117
2013S2,TOTAL,Y029,F,POP,,49070
2013S2,TOTAL,Y029,TOTAL,POP,,97187
2013S2,TOTAL,Y030,M,POP,,51623
2013S2,TOTAL,Y030,F,POP,,51900
2013S2,TOTAL,Y030,TOTAL,POP,,103523
2013S2,TOTAL,Y031,M,POP,,55449
2013S2,TOTAL,Y031,F,POP,,54774
2013S2,TOTAL,Y031,TOTAL,POP,,110223
2013S2,TOTAL,Y032,M,POP,,58946
2013S2,TOTAL,Y032,F,POP,,57678
2013S2,TOTAL,Y032,TOTAL,POP,,116624
2013S2,TOTAL,Y033,M,POP,,62107
2013S2,TOTAL,Y033,F,POP,,60420
2013S2,TOTAL,Y033,TOTAL,POP,,122527
2013S2,TOTAL,Y034,M,POP,,65706
2013S2,TOTAL,Y034,F,POP,,62961
2013S2,TOTAL,Y034,TOTAL,POP,,128667
2013S2,TOTAL,Y035,M,POP,,68830
2013S2,TOTAL,Y035,F,POP,,65128
2013S2,TOTAL,Y035,TOTAL,POP,,133958
2013S2,TOTAL,Y036,M,POP,,70339
2013S2,TOTAL,Y036,F,POP,,66241
2013S2,TOTAL,Y036,TOTAL,POP,,136580
2013S2,TOTAL,Y037,M,POP,,71135
2013S2,TOTAL,Y037,F,POP,,66657
2013S2,TOTAL,Y037,TOTAL,POP,,137792
2013S2,TOTAL,Y038,M,POP,,71049
2013S2,TOTAL,Y038,F,POP,,66095
2013S2,TOTAL,Y038,TOTAL,POP,,137144
2013S2,TOTAL,Y039,M,POP,,69290
2013S2,TOTAL,Y039,F,POP,,64643
2013S2,TOTAL,Y039,TOTAL,POP,,133933
2013S2,TOTAL,Y040,M,POP,,67620
2013S2,TOTAL,Y040,F,POP,,63265
2013S2,TOTAL,Y040,TOTAL,POP,,130885
2013S2,TOTAL,Y041,M,POP,,66343
2013S2,TOTAL,Y041,F,POP,,61809
2013S2,TOTAL,Y041,TOTAL,POP,,128152
2013S2,TOTAL,Y042,M,POP,,64786
2013S2,TOTAL,Y042,F,POP,,60298
2013S2,TOTAL,Y042,TOTAL,POP,,125084
2013S2,TOTAL,Y043,M,POP,,62864
2013S2,TOTAL,Y043,F,POP,,59163
2013S2,TOTAL,Y043,TOTAL,POP,,122027
2013S2,TOTAL,Y044,M,POP,,61252
