Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
28245,50,1,28,ABP Alt Empordà - Roses,febrer,22,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24208,21,0,12,ABP Alt Empordà - Roses,gener,7,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,565,16,14,ABP Alt Empordà - Roses,gener,67,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1017,113,14,ABP Alt Empordà - Roses,gener,173,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,371,18,14,ABP Alt Empordà - Roses,gener,20,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,38,15,14,ABP Alt Empordà - Roses,gener,18,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,54,10,14,ABP Alt Empordà - Roses,gener,33,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,62,2,91,ABP Alt Empordà - Roses,juliol,28,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2921,59,91,ABP Alt Empordà - Roses,juliol,167,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,889,81,91,ABP Alt Empordà - Roses,juliol,115,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,854,23,91,ABP Alt Empordà - Roses,juliol,30,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,95,38,91,ABP Alt Empordà - Roses,juliol,33,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,91,8,91,ABP Alt Empordà - Roses,juliol,49,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24206,33,0,72,ABP Alt Empordà - Roses,juny,16,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1576,46,78,ABP Alt Empordà - Roses,juny,102,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,798,71,78,ABP Alt Empordà - Roses,juny,106,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,559,16,78,ABP Alt Empordà - Roses,juny,18,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,68,24,78,ABP Alt Empordà - Roses,juny,21,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24200,67,5,72,ABP Alt Empordà - Roses,juny,37,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22190,34,2,55,ABP Alt Empordà - Roses,maig,19,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,972,33,65,ABP Alt Empordà - Roses,maig,95,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,912,123,65,ABP Alt Empordà - Roses,maig,140,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,434,12,65,ABP Alt Empordà - Roses,maig,32,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24206,37,15,60,ABP Alt Empordà - Roses,maig,22,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24201,49,3,60,ABP Alt Empordà - Roses,maig,30,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26225,23,0,39,ABP Alt Empordà - Roses,març,12,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,842,23,42,ABP Alt Empordà - Roses,març,105,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1073,122,42,ABP Alt Empordà - Roses,març,139,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,327,9,42,ABP Alt Empordà - Roses,març,14,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,43,14,42,ABP Alt Empordà - Roses,març,23,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,61,2,42,ABP Alt Empordà - Roses,març,35,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22192,29,0,121,ABP Alt Empordà - Roses,novembre,13,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,764,19,143,ABP Alt Empordà - Roses,novembre,84,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,809,80,143,ABP Alt Empordà - Roses,novembre,103,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,294,19,143,ABP Alt Empordà - Roses,novembre,18,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,47,29,143,ABP Alt Empordà - Roses,novembre,30,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,73,4,143,ABP Alt Empordà - Roses,novembre,34,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22186,36,0,110,ABP Alt Empordà - Roses,octubre,19,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1069,19,130,ABP Alt Empordà - Roses,octubre,98,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,700,62,130,ABP Alt Empordà - Roses,octubre,100,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,390,21,130,ABP Alt Empordà - Roses,octubre,21,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,50,11,130,ABP Alt Empordà - Roses,octubre,17,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,68,0,130,ABP Alt Empordà - Roses,octubre,29,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,47,0,117,ABP Alt Empordà - Roses,setembre,26,RP Girona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1770,31,117,ABP Alt Empordà - Roses,setembre,117,RP Girona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,622,55,117,ABP Alt Empordà - Roses,setembre,74,RP Girona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,573,11,117,ABP Alt Empordà - Roses,setembre,23,RP Girona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24198,57,18,108,ABP Alt Empordà - Roses,setembre,29,RP Girona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,66,4,117,ABP Alt Empordà - Roses,setembre,35,RP Girona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22189,28,1,44,ABP Alt Penedès,abril,20,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,979,20,52,ABP Alt Penedès,abril,108,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,694,84,52,ABP Alt Penedès,abril,138,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,352,14,52,ABP Alt Penedès,abril,17,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,176,47,52,ABP Alt Penedès,abril,68,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,81,6,52,ABP Alt Penedès,abril,35,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,44,3,104,ABP Alt Penedès,agost,24,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1173,28,104,ABP Alt Penedès,agost,111,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,762,65,104,ABP Alt Penedès,agost,92,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,373,33,104,ABP Alt Penedès,agost,50,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,236,67,104,ABP Alt Penedès,agost,101,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,84,11,104,ABP Alt Penedès,agost,46,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,37,2,156,ABP Alt Penedès,desembre,24,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1150,39,156,ABP Alt Penedès,desembre,129,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1000,69,156,ABP Alt Penedès,desembre,91,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,456,27,156,ABP Alt Penedès,desembre,31,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,202,57,156,ABP Alt Penedès,desembre,55,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,96,4,156,ABP Alt Penedès,desembre,27,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,42,1,28,ABP Alt Penedès,febrer,29,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1166,24,28,ABP Alt Penedès,febrer,140,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,907,103,28,ABP Alt Penedès,febrer,139,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,463,24,28,ABP Alt Penedès,febrer,66,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,195,62,28,ABP Alt Penedès,febrer,77,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,80,12,28,ABP Alt Penedès,febrer,31,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26232,27,0,13,ABP Alt Penedès,gener,18,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1113,24,14,ABP Alt Penedès,gener,110,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1120,99,14,ABP Alt Penedès,gener,133,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,505,16,14,ABP Alt Penedès,gener,110,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,212,84,14,ABP Alt Penedès,gener,87,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,92,4,14,ABP Alt Penedès,gener,30,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24207,45,0,84,ABP Alt Penedès,juliol,33,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1213,23,91,ABP Alt Penedès,juliol,121,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,738,41,91,ABP Alt Penedès,juliol,69,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,358,19,91,ABP Alt Penedès,juliol,52,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,201,69,91,ABP Alt Penedès,juliol,85,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,101,6,91,ABP Alt Penedès,juliol,52,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,31,0,78,ABP Alt Penedès,juny,27,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1086,23,78,ABP Alt Penedès,juny,113,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,628,57,78,ABP Alt Penedès,juny,108,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,344,16,78,ABP Alt Penedès,juny,37,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,173,69,78,ABP Alt Penedès,juny,77,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,102,6,78,ABP Alt Penedès,juny,47,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24206,39,3,60,ABP Alt Penedès,maig,23,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1106,37,65,ABP Alt Penedès,maig,142,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,847,98,65,ABP Alt Penedès,maig,174,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,395,23,65,ABP Alt Penedès,maig,45,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,193,83,65,ABP Alt Penedès,maig,87,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,92,10,65,ABP Alt Penedès,maig,41,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24209,37,0,36,ABP Alt Penedès,març,25,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1228,35,42,ABP Alt Penedès,març,200,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,984,109,42,ABP Alt Penedès,març,148,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,437,20,42,ABP Alt Penedès,març,30,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,214,79,42,ABP Alt Penedès,març,105,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,115,4,42,ABP Alt Penedès,març,47,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24202,43,1,132,ABP Alt Penedès,novembre,22,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1184,21,143,ABP Alt Penedès,novembre,117,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,858,87,143,ABP Alt Penedès,novembre,103,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,424,33,143,ABP Alt Penedès,novembre,58,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,171,60,143,ABP Alt Penedès,novembre,81,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,76,4,143,ABP Alt Penedès,novembre,28,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,39,2,130,ABP Alt Penedès,octubre,22,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1138,29,130,ABP Alt Penedès,octubre,118,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,870,87,130,ABP Alt Penedès,octubre,124,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,389,12,130,ABP Alt Penedès,octubre,20,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,205,78,130,ABP Alt Penedès,octubre,90,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,98,5,130,ABP Alt Penedès,octubre,39,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22194,26,0,99,ABP Alt Penedès,setembre,20,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1182,37,117,ABP Alt Penedès,setembre,137,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,744,76,117,ABP Alt Penedès,setembre,107,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,410,18,117,ABP Alt Penedès,setembre,14,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,232,64,117,ABP Alt Penedès,setembre,87,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
